Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered,WHO Region
7/11/2020,Jamaica,758,10,615,133,5,NaN,10,Americas
7/11/2020,Japan,21430,982,17494,2954,386,NaN,NaN,Western Pacific
7/11/2020,Jordan,1176,10,991,175,3,NaN,5,Eastern Mediterranean
7/11/2020,Kazakhstan,58253,264,33814,24175,1798,NaN,1314,Europe
7/11/2020,Kenya,9726,184,2832,6710,278,3,99,Africa
7/11/2020,Kosovo,4715,101,2227,2387,408,7,132,Europe
7/11/2020,Kuwait,54058,386,43961,9711,478,3,747,Eastern Mediterranean
7/11/2020,Kyrgyzstan,10410,129,3253,7028,500,4,17,Europe
7/11/2020,Laos,19,NaN,19,NaN,NaN,NaN,NaN,Western Pacific
7/11/2020,Latvia,1173,30,1019,124,8,NaN,NaN,Europe
7/11/2020,Lebanon,2168,36,1402,730,86,NaN,NaN,Eastern Mediterranean
7/11/2020,Lesotho,184,1,26,157,NaN,NaN,NaN,Africa
7/11/2020,Liberia,998,47,420,531,35,NaN,20,Africa
7/11/2020,Libya,1389,38,340,1011,47,NaN,33,Eastern Mediterranean
7/11/2020,Liechtenstein,84,1,81,2,NaN,NaN,NaN,Europe
7/11/2020,Lithuania,1865,79,1579,207,4,NaN,10,Europe
7/11/2020,Luxembourg,4842,110,4086,646,65,NaN,NaN,Europe
7/11/2020,Madagascar,4578,34,2287,2257,435,NaN,104,Africa
7/11/2020,Malawi,2261,33,517,1711,192,2,138,Africa
7/11/2020,Malaysia,8704,122,8515,67,8,1,4,Western Pacific
7/11/2020,Maldives,2664,13,2268,383,47,NaN,30,South-East Asia
7/11/2020,Mali,2406,121,1683,602,2,NaN,33,Africa
7/11/2020,Malta,674,9,658,7,NaN,NaN,NaN,Europe
7/11/2020,Mauritania,5275,147,2160,2968,72,1,49,Africa
7/11/2020,Mauritius,342,10,330,2,NaN,NaN,NaN,Africa
7/11/2020,Mexico,295268,34730,229856,30682,6094,539,4500,Americas
7/11/2020,Moldova,19208,640,12456,6112,284,5,268,Europe
7/11/2020,Monaco,109,4,96,9,1,NaN,NaN,Europe
7/11/2020,Mongolia,230,NaN,202,28,3,NaN,2,Western Pacific
7/11/2020,Montenegro,1164,23,325,816,145,4,5,Europe
7/11/2020,Morocco,15542,245,12065,3232,214,2,238,Eastern Mediterranean
7/11/2020,Mozambique,1135,9,NaN,1126,24,NaN,NaN,Africa
7/11/2020,Namibia,668,1,25,642,NaN,NaN,NaN,Africa
7/11/2020,Nepal,16719,38,8442,8239,70,3,431,South-East Asia
7/11/2020,Netherlands,51129,6156,186,44787,81,1,1,Europe
7/11/2020,New Zealand,1544,22,1497,25,1,NaN,NaN,Western Pacific
7/11/2020,Nicaragua,2846,91,1993,762,NaN,NaN,NaN,Americas
7/11/2020,Niger,1099,68,992,39,NaN,NaN,14,Africa
7/11/2020,Nigeria,31987,724,13103,18160,664,15,308,Africa
7/11/2020,North Macedonia,7975,376,4080,3519,198,8,120,Europe
7/11/2020,Norway,8977,252,8138,587,3,NaN,NaN,Europe
7/11/2020,Oman,54697,248,35255,19194,1083,4,1030,Eastern Mediterranean
7/11/2020,Pakistan,248872,5197,156700,86975,2521,74,3566,Eastern Mediterranean
7/11/2020,Panama,44332,893,22170,21269,1075,30,744,Americas
7/11/2020,Papua New Guinea,11,NaN,8,3,NaN,NaN,NaN,Western Pacific
7/11/2020,Paraguay,2820,21,1261,1538,84,1,5,Americas
7/11/2020,Peru,322710,11682,214152,96876,3064,182,3514,Americas
7/11/2020,Philippines,54222,1372,14037,38813,1308,12,807,Western Pacific
7/11/2020,Poland,37521,1568,26635,9318,305,6,587,Europe
7/11/2020,Portugal,46221,1654,30655,13912,542,8,305,Europe
7/11/2020,Qatar,103128,146,98934,4048,498,NaN,701,Eastern Mediterranean
7/11/2020,Romania,32079,1871,21414,8794,698,24,285,Europe
7/11/2020,Russia,719449,11188,496594,211667,6586,188,8360,Europe
7/11/2020,Rwanda,1299,4,663,632,47,1,28,Africa
7/11/2020,Saint Kitts and Nevis,17,NaN,15,2,NaN,NaN,NaN,Americas
7/11/2020,Saint Lucia,22,NaN,19,3,NaN,NaN,NaN,Americas
7/11/2020,Saint Vincent and the Grenadines,29,NaN,29,NaN,NaN,NaN,NaN,Americas
7/11/2020,San Marino,699,42,656,1,NaN,NaN,NaN,Europe
7/11/2020,Sao Tome and Principe,727,14,284,429,NaN,NaN,NaN,Africa
7/11/2020,Saudi Arabia,229480,2181,165396,61903,2994,30,2370,Eastern Mediterranean
7/11/2020,Senegal,8014,145,5381,2488,132,NaN,70,Africa
7/11/2020,Serbia,18073,382,13780,3911,345,12,61,Europe
7/11/2020,Seychelles,100,NaN,11,89,NaN,NaN,NaN,Africa
7/11/2020,Sierra Leone,1618,63,1141,414,5,NaN,8,Africa
7/11/2020,Singapore,45783,26,42026,3731,169,NaN,246,Western Pacific
7/11/2020,Slovakia,1893,28,1493,372,23,NaN,12,Europe
7/11/2020,Slovenia,1827,111,1429,287,34,NaN,NaN,Europe
7/11/2020,Somalia,3051,92,1264,1695,13,NaN,55,Eastern Mediterranean
7/11/2020,South Africa,264184,3971,127715,132498,13497,111,9483,Africa
7/11/2020,South Korea,13417,289,12178,950,44,1,34,Western Pacific
7/11/2020,South Sudan,2021,38,333,1650,NaN,NaN,NaN,Africa
7/11/2020,Spain,253908,28403,150376,75129,NaN,NaN,NaN,Europe
7/11/2020,Sri Lanka,2511,11,1980,520,57,NaN,NaN,South-East Asia
7/11/2020,Sudan,10250,650,5341,4259,46,1,64,Eastern Mediterranean
7/11/2020,Suriname,741,18,495,228,15,NaN,14,Americas
7/11/2020,Sweden,74898,5526,NaN,69372,NaN,NaN,NaN,Europe
7/11/2020,Switzerland,32817,1968,29500,1349,127,2,100,Europe
7/11/2020,Syria,394,16,NaN,378,NaN,NaN,NaN,Eastern Mediterranean
7/11/2020,Taiwan*,451,7,438,6,2,NaN,NaN,Western Pacific
7/11/2020,Tajikistan,6506,55,5176,1275,49,NaN,61,Europe
7/11/2020,Tanzania,509,21,183,305,NaN,NaN,NaN,Africa
7/11/2020,Thailand,3216,58,3088,70,14,NaN,1,South-East Asia
7/11/2020,Timor-Leste,24,NaN,NaN,24,NaN,NaN,NaN,South-East Asia
7/11/2020,Togo,710,15,494,201,NaN,NaN,NaN,Africa
7/11/2020,Trinidad and Tobago,133,8,120,5,NaN,NaN,NaN,Americas
7/11/2020,Tunisia,1245,50,1076,119,5,NaN,9,Eastern Mediterranean
7/11/2020,Turkey,211981,5344,193217,13420,1016,21,1334,Europe
7/11/2020,US,3245925,134777,995576,2115572,60188,676,12391,Americas
7/11/2020,Uganda,1013,NaN,952,61,7,NaN,14,Africa
7/11/2020,Ukraine,53941,1389,26513,26039,825,27,879,Europe
7/11/2020,United Arab Emirates,54453,331,44648,9474,403,1,679,Eastern Mediterranean
7/11/2020,United Kingdom,290504,44883,1378,244243,826,148,NaN,Europe
7/11/2020,Uruguay,986,30,896,60,1,1,10,Americas
7/11/2020,Uzbekistan,12513,57,7723,4733,486,3,193,Europe
7/11/2020,Venezuela,9178,85,2671,6422,375,2,NaN,Americas
7/11/2020,Vietnam,370,NaN,350,20,NaN,NaN,NaN,Western Pacific
7/11/2020,West Bank and Gaza,5931,33,536,5362,380,6,NaN,Eastern Mediterranean
7/11/2020,Western Sahara,10,1,8,1,NaN,NaN,NaN,Africa
7/11/2020,Yemen,1389,365,642,382,9,1,12,Eastern Mediterranean
7/11/2020,Zambia,1895,42,1348,505,NaN,NaN,NaN,Africa
7/11/2020,Zimbabwe,982,18,320,644,40,5,NaN,Africa
7/12/2020,Afghanistan,34451,1010,21216,12225,85,16,81,Eastern Mediterranean
7/12/2020,Albania,3454,93,1946,1415,83,4,65,Europe
7/12/2020,Algeria,19195,1011,13743,4441,483,7,619,Africa
7/12/2020,Andorra,855,52,803,NaN,NaN,NaN,NaN,Europe
7/12/2020,Angola,506,26,118,362,44,3,NaN,Africa
7/12/2020,Antigua and Barbuda,74,3,57,14,NaN,NaN,NaN,Americas
7/12/2020,Argentina,100166,1845,42694,55627,2657,35,1286,Americas
7/12/2020,Armenia,31969,565,19633,11771,577,6,214,Europe
7/12/2020,Australia,9980,108,7769,2103,183,NaN,42,Western Pacific
7/12/2020,Austria,18897,708,16952,1237,114,2,88,Europe
7/12/2020,Azerbaijan,24041,306,15093,8642,520,8,486,Europe
7/12/2020,Bahamas,111,11,89,11,NaN,NaN,NaN,Americas
7/12/2020,Bahrain,32941,108,28425,4408,471,4,597,Eastern Mediterranean
7/12/2020,Bangladesh,183795,2352,93614,87829,2666,47,5580,South-East Asia
7/12/2020,Barbados,103,7,90,6,NaN,NaN,NaN,Americas
7/12/2020,Belarus,64932,464,55380,9088,165,5,461,Europe
7/12/2020,Belgium,62707,9782,17196,35729,238,NaN,NaN,Europe
7/12/2020,Belize,37,2,20,15,NaN,NaN,NaN,Americas
7/12/2020,Benin,1378,26,557,795,NaN,NaN,NaN,Africa
7/12/2020,Bhutan,84,NaN,76,8,2,NaN,19,South-East Asia
7/12/2020,Bolivia,48187,1807,14843,31537,987,53,510,Americas
7/12/2020,Bosnia and Herzegovina,6877,221,3115,3541,158,2,37,Europe
7/12/2020,Botswana,399,1,38,360,85,NaN,7,Africa
7/12/2020,Brazil,1864681,72100,1264843,527738,24831,631,20755,Americas
7/12/2020,Brunei,141,3,138,NaN,NaN,NaN,NaN,Western Pacific
7/12/2020,Bulgaria,7252,268,3319,3665,77,1,8,Europe
7/12/2020,Burkina Faso,1036,53,869,114,3,NaN,NaN,Africa
7/12/2020,Burma,331,6,261,64,1,NaN,1,South-East Asia
7/12/2020,Burundi,191,1,118,72,NaN,NaN,NaN,Africa
7/12/2020,Cabo Verde,1623,19,748,856,NaN,NaN,NaN,Africa
7/12/2020,Cambodia,156,NaN,133,23,NaN,NaN,NaN,Western Pacific
7/12/2020,Cameroon,15173,359,11928,2886,NaN,NaN,NaN,Africa
7/12/2020,Canada,109335,8828,NaN,100507,198,11,NaN,Americas
7/12/2020,Central African Republic,4288,53,1145,3090,NaN,NaN,NaN,Africa
7/12/2020,Chad,880,75,790,15,6,1,NaN,Africa
7/12/2020,Chile,315041,6979,283902,24160,3012,98,2788,Americas
7/12/2020,China,85117,4641,78314,2162,46,NaN,31,Western Pacific
7/12/2020,Colombia,150445,5307,61186,83952,4813,188,2386,Americas
7/12/2020,Comoros,317,7,296,14,NaN,NaN,NaN,Africa
7/12/2020,Congo (Brazzaville),2028,47,589,1392,NaN,NaN,NaN,Africa
7/12/2020,Congo (Kinshasa),8033,189,3615,4229,62,NaN,NaN,Africa
7/12/2020,Costa Rica,7596,30,2239,5327,365,2,19,Americas
7/12/2020,Cote d'Ivoire,12766,84,6654,6028,323,2,297,Africa
7/12/2020,Croatia,3722,119,2486,1117,50,1,20,Europe
7/12/2020,Cuba,2426,87,2258,81,6,NaN,4,Americas
7/12/2020,Cyprus,1021,19,839,163,7,NaN,NaN,Europe
7/12/2020,Czechia,13174,352,8247,4575,59,NaN,20,Europe
7/12/2020,Denmark,13134,609,12265,260,NaN,NaN,NaN,Europe
7/12/2020,Djibouti,4972,56,4712,204,4,NaN,23,Eastern Mediterranean
7/12/2020,Dominica,18,NaN,18,NaN,NaN,NaN,NaN,Americas
7/12/2020,Dominican Republic,44532,897,21459,22176,1418,17,463,Americas
7/12/2020,Ecuador,67870,5047,30283,32540,661,16,176,Americas
7/12/2020,Egypt,82070,3858,24419,53793,912,89,543,Eastern Mediterranean
7/12/2020,El Salvador,9674,260,5634,3780,283,6,118,Americas
7/12/2020,Equatorial Guinea,3071,51,842,2178,NaN,NaN,NaN,Africa
7/12/2020,Eritrea,232,NaN,107,125,NaN,NaN,NaN,Africa
7/12/2020,Estonia,2014,69,1895,50,NaN,NaN,NaN,Europe
7/12/2020,Eswatini,1351,20,668,663,40,2,12,Africa
7/12/2020,Ethiopia,7560,127,2430,5003,158,3,NaN,Africa
7/12/2020,Fiji,26,NaN,18,8,NaN,NaN,NaN,Western Pacific
7/12/2020,Finland,7294,329,6800,165,3,NaN,NaN,Europe
7/12/2020,France,208015,30007,78513,99495,NaN,NaN,NaN,Europe
7/12/2020,Gabon,5942,46,3004,2892,NaN,NaN,NaN,Africa
7/12/2020,Gambia,64,3,34,27,NaN,NaN,NaN,Africa
7/12/2020,Georgia,986,15,857,114,5,NaN,6,Europe
7/12/2020,Germany,199919,9071,184414,6434,210,1,148,Europe
7/12/2020,Ghana,24518,139,20187,4192,270,4,356,Africa
7/12/2020,Greece,3803,193,1374,2236,31,NaN,NaN,Europe
7/12/2020,Greenland,13,NaN,13,NaN,NaN,NaN,NaN,Europe
7/12/2020,Grenada,23,NaN,23,NaN,NaN,NaN,NaN,Americas
7/12/2020,Guatemala,29355,1219,4214,23922,757,47,141,Americas
7/12/2020,Guinea,6141,37,4862,1242,97,NaN,60,Africa
7/12/2020,Guinea-Bissau,1842,26,773,1043,NaN,NaN,NaN,Africa
7/12/2020,Guyana,297,17,154,126,6,NaN,6,Americas
7/12/2020,Haiti,6727,139,2924,3664,37,NaN,334,Americas
7/12/2020,Holy See,12,NaN,12,NaN,NaN,NaN,NaN,Europe
7/12/2020,Honduras,28090,774,2957,24359,507,3,56,Americas
7/12/2020,Hungary,4234,595,3036,603,5,NaN,62,Europe
7/12/2020,Iceland,1833,10,1800,23,NaN,NaN,-6,Europe
7/12/2020,India,878254,23174,553471,301609,28732,501,18853,South-East Asia
7/12/2020,Indonesia,75699,3606,35638,36455,1681,71,919,South-East Asia
7/12/2020,Iran,257303,12829,219993,24481,2186,194,2327,Eastern Mediterranean
7/12/2020,Iraq,77506,3150,44724,29632,2312,95,1645,Eastern Mediterranean
7/12/2020,Ireland,25628,1746,23364,518,17,NaN,NaN,Europe
7/12/2020,Israel,38670,362,19008,19300,1206,8,194,Europe
7/12/2020,Italy,243061,34954,194928,13179,234,9,349,Europe
7/12/2020,Jamaica,758,10,620,128,NaN,NaN,5,Americas
7/12/2020,Japan,21841,983,17845,3013,411,1,351,Western Pacific
7/12/2020,Jordan,1179,10,997,172,3,NaN,6,Eastern Mediterranean
7/12/2020,Kazakhstan,58253,375,33814,24064,NaN,111,NaN,Europe
7/12/2020,Kenya,10105,185,2881,7039,379,1,49,Africa
7/12/2020,Kosovo,4931,102,2267,2562,216,1,40,Europe
7/12/2020,Kuwait,54894,390,44610,9894,836,4,649,Eastern Mediterranean
7/12/2020,Kyrgyzstan,11117,147,3460,7510,707,18,207,Europe
7/12/2020,Laos,19,NaN,19,NaN,NaN,NaN,NaN,Western Pacific
7/12/2020,Latvia,1173,30,1019,124,NaN,NaN,NaN,Europe
7/12/2020,Lebanon,2334,36,1420,878,166,NaN,18,Eastern Mediterranean
7/12/2020,Lesotho,233,2,32,199,49,1,6,Africa
7/12/2020,Liberia,1010,51,423,536,12,4,3,Africa
7/12/2020,Libya,1433,39,341,1053,44,1,1,Eastern Mediterranean
7/12/2020,Liechtenstein,84,1,82,1,NaN,NaN,1,Europe
7/12/2020,Lithuania,1869,79,1571,219,4,NaN,-8,Europe
7/12/2020,Luxembourg,4925,111,4086,728,83,1,NaN,Europe
7/12/2020,Madagascar,4867,35,2378,2454,289,1,91,Africa
7/12/2020,Malawi,2364,38,557,1769,103,5,40,Africa
7/12/2020,Malaysia,8718,122,8519,77,14,NaN,4,Western Pacific
7/12/2020,Maldives,2731,13,2284,434,67,NaN,16,South-East Asia
7/12/2020,Mali,2411,121,1694,596,5,NaN,11,Africa
7/12/2020,Malta,674,9,660,5,NaN,NaN,2,Europe
7/12/2020,Mauritania,5355,147,2363,2845,80,NaN,203,Africa
7/12/2020,Mauritius,342,10,330,2,NaN,NaN,NaN,Africa
7/12/2020,Mexico,299750,35006,234905,29839,4482,276,5049,Americas
7/12/2020,Moldova,19382,642,12667,6073,174,2,211,Europe
7/12/2020,Monaco,109,4,97,8,NaN,NaN,1,Europe
7/12/2020,Mongolia,230,NaN,203,27,NaN,NaN,1,Western Pacific
7/12/2020,Montenegro,1221,23,325,873,57,NaN,NaN,Europe
7/12/2020,Morocco,15745,250,12283,3212,203,5,218,Eastern Mediterranean
7/12/2020,Mozambique,1157,9,NaN,1148,22,NaN,NaN,Africa
7/12/2020,Namibia,785,1,26,758,117,NaN,1,Africa
7/12/2020,Nepal,16801,38,8589,8174,82,NaN,147,South-East Asia
7/12/2020,Netherlands,51230,6156,186,44888,101,NaN,NaN,Europe
7/12/2020,New Zealand,1544,22,1497,25,NaN,NaN,NaN,Western Pacific
7/12/2020,Nicaragua,2846,91,1993,762,NaN,NaN,NaN,Americas
7/12/2020,Niger,1099,68,992,39,NaN,NaN,NaN,Africa
7/12/2020,Nigeria,32558,740,13447,18371,571,16,344,Africa
7/12/2020,North Macedonia,8111,382,4203,3526,136,6,123,Europe
7/12/2020,Norway,8981,252,8138,591,4,NaN,NaN,Europe
7/12/2020,Oman,56015,257,36098,19660,1318,9,843,Eastern Mediterranean
7/12/2020,Pakistan,251625,5266,161917,84442,2753,69,5217,Eastern Mediterranean
7/12/2020,Panama,45633,909,23039,21685,1301,16,869,Americas
7/12/2020,Papua New Guinea,11,NaN,8,3,NaN,NaN,NaN,Western Pacific
7/12/2020,Paraguay,2948,22,1275,1651,128,1,14,Americas
7/12/2020,Peru,326326,11870,217111,97345,3616,188,2959,Americas
7/12/2020,Philippines,56259,1534,16046,38679,2037,162,2009,Western Pacific
7/12/2020,Poland,37891,1571,27148,9172,370,3,513,Europe
7/12/2020,Portugal,46512,1660,30907,13945,291,6,252,Europe
7/12/2020,Qatar,103598,147,99743,3708,470,1,809,Eastern Mediterranean
7/12/2020,Romania,32535,1884,21545,9106,456,13,131,Europe
7/12/2020,Russia,726036,11318,500208,214510,6587,130,3614,Europe
7/12/2020,Rwanda,1337,4,684,649,38,NaN,21,Africa
7/12/2020,Saint Kitts and Nevis,17,NaN,15,2,NaN,NaN,NaN,Americas
7/12/2020,Saint Lucia,22,NaN,19,3,NaN,NaN,NaN,Americas
7/12/2020,Saint Vincent and the Grenadines,35,NaN,29,6,6,NaN,NaN,Americas
7/12/2020,San Marino,699,42,656,1,NaN,NaN,NaN,Europe
7/12/2020,Sao Tome and Principe,729,14,286,429,2,NaN,2,Africa
7/12/2020,Saudi Arabia,232259,2223,167138,62898,2779,42,1742,Eastern Mediterranean
7/12/2020,Senegal,8135,148,5446,2541,121,3,65,Africa
7/12/2020,Serbia,18360,393,13876,4091,287,11,96,Europe
7/12/2020,Seychelles,100,NaN,11,89,NaN,NaN,NaN,Africa
7/12/2020,Sierra Leone,1635,63,1154,418,17,NaN,13,Africa
7/12/2020,Singapore,45961,26,42285,3650,178,NaN,259,Western Pacific
7/12/2020,Slovakia,1901,28,1493,380,8,NaN,NaN,Europe
7/12/2020,Slovenia,1841,111,1469,261,14,NaN,40,Europe
7/12/2020,Somalia,3059,93,1264,1702,8,1,NaN,Eastern Mediterranean
7/12/2020,South Africa,276242,4079,134874,137289,12058,108,7159,Africa
7/12/2020,South Korea,13479,289,12204,986,62,NaN,26,Western Pacific
7/12/2020,South Sudan,2021,38,333,1650,NaN,NaN,NaN,Africa
7/12/2020,Spain,253908,28403,150376,75129,NaN,NaN,NaN,Europe
7/12/2020,Sri Lanka,2617,11,1981,625,106,NaN,1,South-East Asia
7/12/2020,Sudan,10250,650,5341,4259,NaN,NaN,NaN,Eastern Mediterranean
7/12/2020,Suriname,741,18,495,228,NaN,NaN,NaN,Americas
7/12/2020,Sweden,74898,5526,NaN,69372,NaN,NaN,NaN,Europe
7/12/2020,Switzerland,32883,1968,29600,1315,66,NaN,100,Europe
7/12/2020,Syria,394,16,NaN,378,NaN,NaN,NaN,Eastern Mediterranean
7/12/2020,Taiwan*,451,7,438,6,NaN,NaN,NaN,Western Pacific
7/12/2020,Tajikistan,6552,55,5228,1269,46,NaN,52,Europe
7/12/2020,Tanzania,509,21,183,305,NaN,NaN,NaN,Africa
7/12/2020,Thailand,3217,58,3088,71,1,NaN,NaN,South-East Asia
7/12/2020,Timor-Leste,24,NaN,NaN,24,NaN,NaN,NaN,South-East Asia
7/12/2020,Togo,720,15,513,192,10,NaN,19,Africa
7/12/2020,Trinidad and Tobago,133,8,120,5,NaN,NaN,NaN,Americas
7/12/2020,Tunisia,1263,50,1076,137,18,NaN,NaN,Eastern Mediterranean
7/12/2020,Turkey,212993,5363,194515,13115,1012,19,1298,Europe
7/12/2020,US,3304942,135205,1006326,2163411,59017,428,10750,Americas
7/12/2020,Uganda,1025,NaN,972,53,12,NaN,20,Africa
7/12/2020,Ukraine,54647,1400,26971,26276,706,11,458,Europe
7/12/2020,United Arab Emirates,54854,333,45140,9381,401,2,492,Eastern Mediterranean
7/12/2020,United Kingdom,291154,44904,1378,244872,650,21,NaN,Europe
7/12/2020,Uruguay,987,31,896,60,1,1,NaN,Americas
7/12/2020,Uzbekistan,12997,60,7852,5085,484,3,129,Europe
7/12/2020,Venezuela,9465,89,2671,6705,287,4,NaN,Americas
7/12/2020,Vietnam,372,NaN,350,22,2,NaN,NaN,Western Pacific
7/12/2020,West Bank and Gaza,6230,36,942,5252,299,3,406,Eastern Mediterranean
7/12/2020,Western Sahara,10,1,8,1,NaN,NaN,NaN,Africa
7/12/2020,Yemen,1465,417,659,389,76,52,17,Eastern Mediterranean
7/12/2020,Zambia,1895,42,1412,441,NaN,NaN,64,Africa
7/12/2020,Zimbabwe,985,18,328,639,3,NaN,8,Africa
7/13/2020,Afghanistan,34455,1012,21254,12189,4,2,38,Eastern Mediterranean
7/13/2020,Albania,3571,95,2014,1462,117,2,68,Europe
7/13/2020,Algeria,19689,1018,14019,4652,494,7,276,Africa
7/13/2020,Andorra,858,52,803,3,3,NaN,NaN,Europe
7/13/2020,Angola,525,26,118,381,19,NaN,NaN,Africa
7/13/2020,Antigua and Barbuda,74,3,57,14,NaN,NaN,NaN,Americas
7/13/2020,Argentina,103265,1903,44173,57189,3099,58,1479,Americas
7/13/2020,Armenia,32151,573,19865,11713,182,8,232,Europe
7/13/2020,Australia,10251,108,7835,2308,271,NaN,66,Western Pacific
7/13/2020,Austria,18948,708,17000,1240,51,NaN,48,Europe
7/13/2020,Azerbaijan,24570,313,15640,8617,529,7,547,Europe
7/13/2020,Bahamas,113,11,91,11,2,NaN,2,Americas
7/13/2020,Bahrain,33476,109,29099,4268,535,1,674,Eastern Mediterranean
7/13/2020,Bangladesh,186894,2391,98317,86186,3099,39,4703,South-East Asia
7/13/2020,Barbados,103,7,90,6,NaN,NaN,NaN,Americas
7/13/2020,Belarus,65114,468,55492,9154,182,4,112,Europe
7/13/2020,Belgium,62707,9782,17196,35729,NaN,NaN,NaN,Europe
7/13/2020,Belize,37,2,20,15,NaN,NaN,NaN,Americas
7/13/2020,Benin,1378,26,557,795,NaN,NaN,NaN,Africa
7/13/2020,Bhutan,84,NaN,76,8,NaN,NaN,NaN,South-East Asia
7/13/2020,Bolivia,49250,1866,15294,32090,1063,59,451,Americas
7/13/2020,Bosnia and Herzegovina,6981,226,3179,3576,104,5,64,Europe
7/13/2020,Botswana,399,1,38,360,NaN,NaN,NaN,Africa
7/13/2020,Brazil,1884967,72833,1291251,520883,20286,733,26408,Americas
7/13/2020,Brunei,141,3,138,NaN,NaN,NaN,NaN,Western Pacific
7/13/2020,Bulgaria,7411,276,3517,3618,159,8,198,Europe
7/13/2020,Burkina Faso,1036,53,869,114,NaN,NaN,NaN,Africa
7/13/2020,Burma,336,6,261,69,5,NaN,NaN,South-East Asia
7/13/2020,Burundi,269,1,207,61,78,NaN,89,Africa
7/13/2020,Cabo Verde,1698,19,748,931,75,NaN,NaN,Africa
7/13/2020,Cambodia,165,NaN,133,32,9,NaN,NaN,Western Pacific
7/13/2020,Cameroon,15173,359,11928,2886,NaN,NaN,NaN,Africa
7/13/2020,Canada,109971,8835,NaN,101136,636,7,NaN,Americas
7/13/2020,Central African Republic,4321,53,1208,3060,33,NaN,63,Africa
7/13/2020,Chad,880,75,792,13,NaN,NaN,2,Africa
7/13/2020,Chile,317657,7024,286556,24077,2616,45,2654,Americas
7/13/2020,China,85117,4641,78314,2162,NaN,NaN,NaN,Western Pacific
7/13/2020,Colombia,154277,5455,63451,85371,3832,148,2265,Americas
7/13/2020,Comoros,317,7,296,14,NaN,NaN,NaN,Africa
7/13/2020,Congo (Brazzaville),2028,47,589,1392,NaN,NaN,NaN,Africa
7/13/2020,Congo (Kinshasa),8075,190,3620,4265,42,1,5,Africa
7/13/2020,Costa Rica,8036,34,2304,5698,440,4,65,Americas
7/13/2020,Cote d'Ivoire,12872,84,6810,5978,106,NaN,156,Africa
7/13/2020,Croatia,3775,119,2514,1142,53,NaN,28,Europe
7/13/2020,Cuba,2428,87,2268,73,2,NaN,10,Americas
7/13/2020,Cyprus,1022,19,839,164,1,NaN,NaN,Europe
7/13/2020,Czechia,13238,353,8373,4512,64,1,126,Europe
7/13/2020,Denmark,13225,610,12318,297,91,1,53,Europe
7/13/2020,Djibouti,4977,56,4729,192,5,NaN,17,Eastern Mediterranean
7/13/2020,Dominica,18,NaN,18,NaN,NaN,NaN,NaN,Americas
7/13/2020,Dominican Republic,45506,903,22441,22162,974,6,982,Americas
7/13/2020,Ecuador,68459,5063,30369,33027,589,16,86,Americas
7/13/2020,Egypt,83001,3935,24975,54091,931,77,556,Eastern Mediterranean
7/13/2020,El Salvador,9978,267,5732,3979,304,7,98,Americas
7/13/2020,Equatorial Guinea,3071,51,842,2178,NaN,NaN,NaN,Africa
7/13/2020,Eritrea,232,NaN,107,125,NaN,NaN,NaN,Africa
7/13/2020,Estonia,2014,69,1895,50,NaN,NaN,NaN,Europe
7/13/2020,Eswatini,1389,20,688,681,38,NaN,20,Africa
7/13/2020,Ethiopia,7766,128,2430,5208,206,1,NaN,Africa
7/13/2020,Fiji,26,NaN,18,8,NaN,NaN,NaN,Western Pacific
7/13/2020,Finland,7295,329,6800,166,1,NaN,NaN,Europe
7/13/2020,France,209640,30032,78722,100886,1625,25,209,Europe
7/13/2020,Gabon,6026,46,3475,2505,84,NaN,471,Africa
7/13/2020,Gambia,64,3,34,27,NaN,NaN,NaN,Africa
7/13/2020,Georgia,995,15,857,123,9,NaN,NaN,Europe
7/13/2020,Germany,200180,9074,185100,6006,261,3,686,Europe
7/13/2020,Ghana,24988,139,21067,3782,470,NaN,880,Africa
7/13/2020,Greece,3826,193,1374,2259,23,NaN,NaN,Europe
7/13/2020,Greenland,13,NaN,13,NaN,NaN,NaN,NaN,Europe
7/13/2020,Grenada,23,NaN,23,NaN,NaN,NaN,NaN,Americas
7/13/2020,Guatemala,29742,1244,4321,24177,387,25,107,Americas
7/13/2020,Guinea,6141,37,4862,1242,NaN,NaN,NaN,Africa
7/13/2020,Guinea-Bissau,1842,26,773,1043,NaN,NaN,NaN,Africa
7/13/2020,Guyana,300,17,155,128,3,NaN,1,Americas
7/13/2020,Haiti,6727,141,3022,3564,NaN,2,98,Americas
7/13/2020,Holy See,12,NaN,12,NaN,NaN,NaN,NaN,Europe
7/13/2020,Honduras,28579,789,3123,24667,489,15,166,Americas
7/13/2020,Hungary,4247,595,3073,579,13,NaN,37,Europe
7/13/2020,Iceland,1833,10,1801,22,NaN,NaN,1,Europe
7/13/2020,India,906752,23727,571460,311565,28498,553,17989,South-East Asia
7/13/2020,Indonesia,76981,3656,36689,36636,1282,50,1051,South-East Asia
7/13/2020,Iran,259652,13032,222539,24081,2349,203,2546,Eastern Mediterranean
7/13/2020,Iraq,79735,3250,46998,29487,2229,100,2274,Eastern Mediterranean
7/13/2020,Ireland,25638,1746,23364,528,10,NaN,NaN,Europe
7/13/2020,Israel,40632,365,19395,20872,1962,3,387,Europe
7/13/2020,Italy,243230,34967,195106,13157,169,13,178,Europe
